-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 in LST
Location: latitude  54.691   longitude 25.2823 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 152.46 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE             MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2019,9,1,5.31,5.36,0.67,8.11,0.29,1.15,19.81,13.42,16.61,20.23,9.63,69.35,0.0,99.87,2.77,3.5,2.1,1.4,139.6
2019,9,2,4.16,4.87,0.53,8.65,0.23,0.93,19.8,14.01,16.9,20.27,10.1,72.2,0.89,99.58,4.01,5.31,3.15,2.16,228.2
2019,9,3,1.87,4.76,0.24,8.28,0.13,0.56,13.61,11.09,12.35,13.65,8.25,84.8,6.44,100.08,2.69,4.34,1.06,3.28,319.8
2019,9,4,3.83,5.0,0.5,7.97,0.22,0.82,14.88,10.43,12.66,15.15,7.92,76.49,0.15,99.95,2.48,3.59,1.66,1.93,253.7
2019,9,5,4.69,5.1,0.62,7.84,0.25,0.99,17.28,10.09,13.68,17.56,7.74,65.73,0.0,99.7,3.36,5.04,2.08,2.96,198.7
2019,9,6,4.33,5.09,0.58,7.97,0.24,0.92,15.23,9.53,12.38,15.57,7.44,70.95,0.17,100.09,3.27,5.01,1.84,3.17,281.4
2019,9,7,4.08,4.9,0.55,7.73,0.22,0.87,15.95,9.63,12.79,16.43,7.48,69.19,0.02,100.43,2.54,3.69,1.68,2.01,114.8
2019,9,8,3.03,4.33,0.42,8.65,0.17,0.7,18.08,12.88,15.48,17.93,9.32,72.73,1.23,100.15,4.36,5.98,2.51,3.47,136.2
2019,9,9,4.49,4.63,0.62,8.17,0.23,0.83,19.66,11.47,15.56,19.59,8.5,64.04,0.11,100.12,4.34,6.81,1.98,4.83,146.6
2019,9,10,2.66,4.53,0.37,8.27,0.16,0.57,17.87,9.17,13.52,17.92,7.27,57.89,0.09,100.02,5.25,8.06,2.0,6.06,164.3
2019,9,11,4.1,4.59,0.58,7.66,0.22,0.74,16.06,9.08,12.57,15.98,7.17,66.24,0.0,100.57,3.17,5.18,1.71,3.47,216.4
2019,9,12,3.92,4.56,0.57,8.01,0.21,0.71,16.88,9.6,13.24,16.94,7.43,65.37,0.01,100.55,3.46,5.99,1.84,4.15,248.0
2019,9,13,2.54,4.09,0.37,8.26,0.15,0.56,15.77,11.55,13.66,15.94,8.5,77.63,1.32,100.3,5.02,7.53,1.68,5.85,258.6
2019,9,14,3.79,4.67,0.56,7.23,0.2,0.7,12.74,6.67,9.71,12.95,6.1,69.11,0.23,100.57,4.56,7.22,2.73,4.49,284.0
2019,9,15,2.21,4.31,0.33,8.03,0.14,0.49,12.76,6.52,9.64,12.69,6.09,68.47,0.26,99.7,6.17,9.21,2.78,6.43,242.4
2019,9,16,2.76,4.5,0.42,8.17,0.16,0.59,13.23,6.99,10.11,13.15,6.34,66.78,0.69,98.79,7.09,9.05,5.06,3.99,271.8
2019,9,17,3.1,4.25,0.48,7.57,0.17,0.57,10.14,6.5,8.32,10.36,6.14,79.52,6.53,98.46,5.26,6.86,4.11,2.75,257.5
2019,9,18,2.23,4.27,0.35,7.75,0.13,0.37,8.85,5.75,7.3,9.15,5.83,82.91,2.25,98.58,4.5,6.56,2.78,3.78,295.4
2019,9,19,3.1,4.18,0.49,7.54,0.17,0.45,9.23,6.14,7.68,9.51,5.92,82.46,2.0,99.7,3.56,4.76,2.56,2.2,296.5
2019,9,20,3.42,4.26,0.55,6.99,0.18,0.46,7.34,2.58,4.96,7.58,4.65,74.63,0.34,100.12,4.18,5.51,2.15,3.36,314.2
2019,9,21,1.05,3.8,0.17,7.87,0.07,0.24,9.13,7.1,8.12,9.01,6.57,87.12,5.66,99.81,4.46,6.08,2.37,3.71,265.4
2019,9,22,1.93,4.03,0.32,8.12,0.12,0.42,11.12,8.53,9.83,11.29,7.04,85.56,1.97,99.71,4.5,6.21,2.1,4.11,310.5
2019,9,23,4.19,4.36,0.7,6.17,0.21,0.63,5.68,-0.56,2.56,6.12,3.67,68.59,0.05,100.37,2.2,2.8,1.44,1.36,75.8
2019,9,24,3.9,4.14,0.66,6.16,0.2,0.56,5.2,-1.62,1.79,5.36,3.37,64.1,0.0,100.21,2.25,3.11,1.65,1.46,133.4
2019,9,25,1.51,3.83,0.26,7.44,0.1,0.33,4.91,-0.52,2.2,4.83,3.69,68.99,0.12,99.73,3.51,4.48,2.71,1.77,115.5
2019,9,26,3.62,3.74,0.63,6.87,0.18,0.52,8.62,2.29,5.45,8.75,4.54,67.31,0.0,99.51,3.26,4.05,2.33,1.72,89.6
2019,9,27,3.72,3.77,0.66,6.87,0.19,0.54,9.77,4.41,7.09,9.82,5.26,72.54,0.0,99.78,2.07,2.91,1.1,1.81,160.3
2019,9,28,0.53,3.1,0.1,7.9,0.04,0.12,8.71,7.85,8.28,8.44,6.75,93.87,8.49,99.31,3.31,5.15,1.69,3.46,176.5
2019,9,29,1.19,3.16,0.22,8.28,0.07,0.22,11.84,10.24,11.04,11.68,7.91,90.51,3.86,98.7,3.9,5.87,2.24,3.63,232.1
2019,9,30,0.72,3.04,0.13,8.44,0.05,0.17,13.29,12.01,12.65,13.2,9.03,92.32,9.08,97.34,4.63,6.16,3.29,2.87,214.7
2019,10,1,2.04,3.37,0.39,7.84,0.11,0.3,11.42,7.57,9.5,11.49,6.71,78.95,3.86,98.15,6.24,7.49,4.59,2.9,255.8
2019,10,2,0.68,2.83,0.13,8.51,0.05,0.15,12.75,11.87,12.31,12.65,8.87,94.45,10.04,98.16,3.94,5.12,2.13,2.99,220.3
2019,10,3,1.59,3.28,0.31,7.52,0.1,0.3,8.35,6.7,7.53,8.3,6.22,89.78,2.59,98.78,3.09,4.16,1.76,2.4,303.8
2019,10,4,1.43,3.24,0.28,7.42,0.09,0.21,6.91,5.93,6.42,6.85,5.86,93.33,1.27,99.09,3.26,4.88,1.65,3.23,262.4
2019,10,5,1.82,3.36,0.37,6.88,0.11,0.29,5.09,2.21,3.65,5.37,4.51,82.7,0.18,99.57,2.68,3.49,1.65,1.84,33.4
2019,10,6,1.9,3.25,0.39,6.8,0.1,0.25,1.29,-1.96,-0.33,1.48,3.3,81.37,0.26,99.93,2.63,3.53,1.68,1.85,0.4
2019,10,7,1.61,3.03,0.34,7.32,0.09,0.23,1.48,-0.14,0.67,1.51,3.79,89.11,1.9,99.72,2.53,3.74,1.63,2.11,284.3
2019,10,8,1.16,2.92,0.24,7.39,0.07,0.18,3.37,1.87,2.62,3.3,4.4,90.25,2.14,99.31,4.1,5.65,2.94,2.71,212.9
2019,10,9,1.5,2.74,0.32,7.75,0.09,0.24,8.74,7.05,7.89,8.66,6.39,89.87,1.49,98.74,4.54,6.14,2.6,3.54,236.0
2019,10,10,0.92,2.61,0.2,7.84,0.06,0.17,8.45,7.91,8.18,8.28,6.75,96.33,9.1,98.66,3.35,4.86,2.11,2.75,233.9
2019,10,11,1.08,2.58,0.24,7.93,0.07,0.16,8.83,7.37,8.1,8.71,6.46,90.84,3.24,99.3,4.76,5.84,3.56,2.28,234.7
2019,10,12,0.68,2.33,0.16,8.26,0.05,0.13,11.06,9.88,10.47,10.83,7.71,92.45,6.8,98.92,5.67,7.74,2.48,5.26,235.6
2019,10,13,0.65,2.45,0.15,8.28,0.05,0.13,11.35,10.62,10.98,11.14,8.02,95.17,2.66,99.64,2.66,3.91,1.32,2.59,254.6
2019,10,14,2.46,2.56,0.58,7.62,0.13,0.31,13.23,11.45,12.34,12.89,8.51,88.97,0.3,99.59,4.32,6.16,1.71,4.45,229.9
2019,10,15,2.43,2.66,0.58,7.4,0.12,0.32,11.55,9.16,10.36,11.39,7.27,84.8,0.15,99.97,3.06,5.57,0.25,5.32,132.9
2019,10,16,2.52,2.56,0.62,7.65,0.12,0.3,14.08,10.52,12.3,13.83,8.02,80.02,0.02,99.3,4.85,5.53,3.69,1.84,175.8
2019,10,17,0.82,2.39,0.2,7.97,0.05,0.14,11.14,9.15,10.15,10.83,7.28,87.96,0.4,99.52,4.47,6.96,2.32,4.64,234.6
2019,10,18,1.95,2.35,0.49,7.59,0.1,0.26,10.95,8.68,9.81,10.6,7.04,86.38,0.14,99.72,2.75,3.87,2.02,1.85,194.9
2019,10,19,2.02,2.27,0.52,7.42,0.1,0.26,11.47,9.42,10.45,10.69,7.42,87.12,0.02,99.61,2.44,3.49,1.56,1.93,211.4
2019,10,20,1.74,2.19,0.46,7.57,0.09,0.22,12.31,10.57,11.44,11.51,8.0,88.62,0.01,99.81,2.51,3.5,1.12,2.38,186.1
2019,10,21,2.17,2.23,0.58,7.37,0.11,0.24,12.11,10.8,11.46,11.94,8.1,90.81,0.08,100.08,2.0,2.76,0.96,1.8,226.1
2019,10,22,1.97,2.14,0.54,7.74,0.1,0.22,12.65,11.52,12.09,12.4,8.48,91.49,0.15,100.3,2.97,4.95,2.03,2.92,235.9
2019,10,23,1.44,2.08,0.4,7.37,0.08,0.19,9.39,8.42,8.91,8.89,6.89,91.99,0.13,100.28,2.45,3.54,1.13,2.41,282.3
2019,10,24,2.02,2.07,0.58,6.96,0.1,0.22,8.38,7.31,7.84,8.34,6.41,92.69,0.14,100.16,2.33,3.43,0.8,2.63,152.0
2019,10,25,0.94,1.77,0.27,7.62,0.05,0.13,9.71,8.78,9.24,9.68,7.09,93.13,0.31,99.84,3.69,5.02,2.4,2.62,194.1
2019,10,26,1.01,1.88,0.3,7.38,0.06,0.16,10.55,9.13,9.84,10.3,7.25,90.7,0.17,99.84,4.66,7.42,2.53,4.89,225.9
2019,10,27,0.98,1.94,0.3,7.42,0.06,0.16,10.15,7.84,9.0,9.89,6.74,86.15,0.48,99.0,5.78,8.33,3.97,4.36,245.5
2019,10,28,0.73,1.88,0.22,7.62,0.04,0.1,6.88,5.33,6.1,6.85,5.6,90.02,1.07,99.38,4.39,6.08,3.31,2.77,256.8
2019,10,29,1.37,2.04,0.44,6.71,0.07,0.13,3.19,1.63,2.41,3.25,4.31,89.91,0.46,99.85,3.89,5.1,2.56,2.54,292.3
2019,10,30,0.79,2.01,0.26,6.61,0.05,0.09,0.61,-1.15,-0.27,0.26,3.49,88.36,0.75,100.62,2.08,3.39,0.76,2.63,335.8
2019,10,31,1.2,1.84,0.39,6.61,0.06,0.11,-0.54,-1.4,-0.97,-0.82,3.46,94.26,2.62,100.57,3.34,4.79,0.84,3.95,221.7
2019,11,1,0.67,1.64,0.22,7.0,0.04,0.07,3.12,2.87,3.0,3.01,4.69,98.01,0.72,100.08,3.08,3.84,2.2,1.64,250.4
2019,11,2,1.08,1.73,0.37,6.51,0.06,0.11,1.93,-0.1,0.92,1.76,3.85,86.82,2.42,98.79,5.36,6.51,2.75,3.76,166.1
2019,11,3,0.74,1.44,0.26,7.5,0.04,0.07,6.37,5.85,6.11,6.15,5.92,96.4,1.29,98.03,4.51,5.14,3.43,1.71,188.2
2019,11,4,0.58,1.51,0.21,7.83,0.04,0.06,10.47,10.03,10.25,10.17,7.92,96.97,4.48,97.46,4.2,4.96,2.6,2.36,177.8
2019,11,5,0.56,1.28,0.21,8.02,0.03,0.06,9.06,8.39,8.72,8.82,7.05,95.49,3.32,97.48,4.47,5.79,2.58,3.21,233.0
2019,11,6,0.56,1.41,0.21,7.71,0.03,0.06,7.12,6.61,6.86,6.91,6.22,96.31,2.13,97.86,2.83,5.2,1.24,3.96,225.6
2019,11,7,0.65,1.45,0.25,7.28,0.04,0.06,5.7,4.75,5.23,5.48,5.41,93.19,0.26,98.85,3.1,4.83,1.73,3.1,227.8
2019,11,8,0.66,1.33,0.26,7.2,0.04,0.06,5.11,4.5,4.81,5.14,5.3,95.24,0.4,99.71,3.08,5.32,1.66,3.66,151.0
2019,11,9,0.26,1.33,0.1,7.68,0.02,0.03,7.61,6.96,7.28,7.43,6.32,95.58,4.63,99.23,3.97,5.38,3.07,2.31,153.2
2019,11,10,0.39,1.13,0.16,7.86,0.02,0.04,6.62,6.17,6.39,6.49,5.95,96.83,12.2,99.32,2.49,3.55,1.44,2.11,243.8
2019,11,11,0.63,1.29,0.26,7.4,0.04,0.05,4.59,4.25,4.42,4.46,5.19,97.31,6.26,99.46,2.73,3.52,1.28,2.24,308.8
2019,11,12,0.69,1.18,0.29,7.04,0.04,0.05,4.03,2.89,3.46,4.0,4.71,92.36,0.17,99.88,4.62,6.58,1.36,5.22,143.1
2019,11,13,0.78,1.06,0.34,7.44,0.04,0.05,9.1,7.46,8.28,8.82,6.52,89.64,4.04,99.1,6.58,7.91,5.76,2.15,150.4
2019,11,14,0.26,1.05,0.12,7.86,0.02,0.03,8.46,7.91,8.18,8.21,6.71,96.32,11.14,99.41,4.24,7.09,1.4,5.69,160.8
2019,11,15,0.44,1.0,0.2,7.47,0.03,0.05,5.23,4.39,4.81,5.15,5.23,94.29,5.41,100.1,2.95,3.59,1.88,1.71,107.4
2019,11,16,0.46,1.09,0.21,7.37,0.03,0.05,5.44,4.78,5.11,5.33,5.39,95.4,0.21,99.98,3.91,5.15,2.77,2.38,151.3
2019,11,17,0.45,1.03,0.21,7.42,0.03,0.04,7.13,6.67,6.9,7.13,6.09,96.77,0.36,100.34,3.28,4.48,2.58,1.9,150.0
2019,11,18,0.22,1.02,0.11,7.33,0.01,0.02,6.55,5.43,5.99,6.34,5.64,92.59,0.25,100.13,4.68,5.57,3.65,1.92,140.6
2019,11,19,0.57,1.12,0.28,7.25,0.03,0.04,4.94,4.42,4.68,4.87,5.22,96.12,0.56,100.5,3.32,4.86,2.13,2.73,161.4
2019,11,20,0.28,0.98,0.14,7.11,0.02,0.02,5.03,3.96,4.5,4.93,5.02,92.71,0.43,101.01,4.3,5.86,2.55,3.31,128.2
2019,11,21,0.32,0.95,0.16,6.83,0.02,0.02,1.31,-1.73,-0.21,1.17,3.33,80.29,0.25,101.14,7.06,8.17,5.29,2.88,131.4
2019,11,22,0.78,1.04,0.41,6.59,0.04,0.05,-3.05,-8.27,-5.66,-3.05,1.96,67.28,0.12,101.14,7.26,7.88,6.43,1.45,144.6
2019,11,23,0.55,0.98,0.3,6.16,0.03,0.04,-3.31,-8.22,-5.76,-3.21,1.98,68.72,0.34,100.86,5.7,6.71,4.96,1.75,143.7
2019,11,24,0.58,0.99,0.31,6.74,0.03,0.04,-3.08,-6.77,-4.93,-3.03,2.23,76.3,0.45,100.57,4.66,5.19,3.98,1.21,140.9
2019,11,25,0.3,0.96,0.17,6.69,0.02,0.02,-3.2,-5.22,-4.21,-3.19,2.55,87.43,0.26,100.24,3.59,4.34,2.99,1.35,137.9
2019,11,26,0.28,0.97,0.16,7.0,0.02,0.02,-2.4,-3.28,-2.84,-2.45,2.99,95.29,0.37,99.72,3.03,3.6,2.31,1.29,161.5
2019,11,27,0.19,0.86,0.11,6.81,0.01,0.02,-0.53,-0.98,-0.75,-0.59,3.58,97.3,0.6,99.04,3.93,5.21,2.99,2.22,163.1
2019,11,28,0.21,0.87,0.12,6.85,0.01,0.02,0.31,-0.14,0.09,0.24,3.84,96.76,1.95,98.25,5.02,5.32,4.65,0.67,157.6
2019,11,29,0.3,0.79,0.18,7.09,0.02,0.02,1.56,1.46,1.51,1.29,4.35,98.91,2.29,97.66,4.48,5.07,3.91,1.16,192.7
2019,11,30,0.84,1.04,0.51,6.31,0.04,0.03,-0.86,-1.49,-1.18,-1.13,3.46,96.1,0.76,98.81,4.62,6.65,3.43,3.22,279.6
2019,12,1,0.71,0.98,0.44,6.17,0.03,0.03,-2.28,-3.2,-2.74,-2.44,2.99,94.91,0.13,99.96,3.52,4.78,2.45,2.33,258.6
2019,12,2,0.36,0.87,0.23,6.35,0.02,0.03,-1.42,-1.98,-1.7,-1.61,3.31,97.02,2.6,99.29,4.08,4.8,3.27,1.53,228.9
2019,12,3,0.74,0.99,0.47,6.06,0.03,0.03,-2.74,-3.36,-3.05,-2.92,2.96,96.69,0.16,99.87,3.42,3.99,2.66,1.33,280.3
2019,12,4,0.23,0.76,0.15,6.43,0.01,0.02,-0.38,-0.79,-0.59,-0.56,3.64,97.72,1.82,99.8,4.9,5.85,4.14,1.71,238.9
2019,12,5,0.23,0.81,0.15,6.63,0.01,0.02,-0.04,-0.5,-0.27,-0.36,3.69,97.12,0.21,99.87,4.67,5.2,4.28,0.92,237.6
2019,12,6,0.63,0.79,0.42,6.11,0.03,0.04,-1.88,-3.5,-2.69,-2.13,2.96,90.05,0.5,99.0,5.74,7.37,4.48,2.89,222.7
2019,12,7,0.28,0.73,0.19,6.95,0.02,0.02,0.09,-1.06,-0.48,-0.08,3.6,92.09,4.14,98.24,5.72,7.32,4.55,2.77,219.9
2019,12,8,0.41,0.75,0.28,6.73,0.02,0.02,1.76,1.55,1.65,1.38,4.33,98.36,1.74,98.3,5.9,7.72,4.64,3.08,228.5
2019,12,9,0.36,0.71,0.25,6.92,0.02,0.03,2.81,2.68,2.74,2.43,4.71,98.83,0.58,98.15,4.68,6.25,3.06,3.19,218.3
2019,12,10,0.3,0.74,0.21,7.0,0.02,0.02,0.65,0.4,0.52,0.46,3.96,98.05,0.49,99.15,3.47,4.31,2.64,1.67,224.6
2019,12,11,0.57,0.9,0.4,5.78,0.03,0.02,-2.85,-3.96,-3.41,-2.96,2.82,94.04,0.1,100.1,2.27,3.41,0.2,3.21,192.0
2019,12,12,0.32,0.74,0.23,6.81,0.01,0.01,-0.46,-1.38,-0.92,-0.65,3.47,93.98,0.88,99.25,5.46,6.81,3.42,3.39,160.1
2019,12,13,0.15,0.56,0.11,6.91,0.01,0.01,0.03,-0.9,-0.44,-0.19,3.62,93.36,0.91,98.4,6.05,7.31,4.82,2.49,146.8
2019,12,14,0.18,0.68,0.13,7.06,0.01,0.01,-0.01,-0.89,-0.45,-0.16,3.64,93.82,4.56,97.96,5.95,6.59,4.51,2.08,148.8
2019,12,15,0.36,0.69,0.26,7.04,0.02,0.02,0.61,0.33,0.47,0.28,3.97,97.72,3.31,98.16,4.35,6.16,3.39,2.77,206.8
2019,12,16,0.62,0.76,0.45,6.0,0.03,0.02,0.89,0.6,0.74,0.65,4.01,97.8,0.32,99.15,5.27,7.14,3.6,3.54,232.4
2019,12,17,0.32,0.61,0.23,6.85,0.02,0.01,0.94,0.78,0.86,0.75,4.06,98.45,1.12,99.28,3.16,4.27,1.91,2.36,196.2
2019,12,18,0.55,0.58,0.4,6.53,0.02,0.02,2.54,2.2,2.37,2.11,4.51,97.52,0.15,99.23,4.86,6.11,3.51,2.6,233.6
2019,12,19,0.43,0.75,0.32,6.47,0.02,0.01,1.81,1.58,1.7,1.44,4.27,97.88,0.41,100.43,3.83,6.09,1.87,4.22,256.5
2019,12,20,0.18,0.72,0.13,6.74,0.01,0.01,0.45,0.06,0.25,0.34,3.86,97.39,0.52,99.45,4.6,5.18,3.28,1.9,150.1
2019,12,21,0.31,0.61,0.23,6.83,0.02,0.01,2.91,2.68,2.79,2.71,4.73,98.26,0.41,97.87,4.54,5.07,3.41,1.66,159.8
2019,12,22,0.22,0.66,0.16,7.02,0.01,0.01,3.69,3.5,3.6,3.43,5.04,98.14,8.65,97.42,2.61,3.29,1.39,1.9,111.7
2019,12,23,0.26,0.68,0.2,6.95,0.01,0.01,3.46,3.26,3.36,3.21,4.95,98.52,0.44,97.81,1.62,2.38,1.01,1.37,96.1
2019,12,24,0.28,0.7,0.21,7.05,0.02,0.01,3.13,2.93,3.03,2.94,4.77,98.44,8.21,98.48,2.0,2.5,1.29,1.21,2.4
2019,12,25,0.17,0.7,0.13,7.17,0.01,0.01,3.08,2.76,2.92,2.98,4.7,97.64,4.06,98.83,3.09,3.86,2.54,1.32,330.3
2019,12,26,0.32,0.78,0.23,6.76,0.02,0.01,1.29,0.86,1.07,1.22,4.08,96.86,4.6,99.41,4.08,4.87,3.3,1.57,329.0
2019,12,27,0.25,0.78,0.18,6.62,0.01,0.01,-0.49,-1.25,-0.87,-0.62,3.48,94.87,1.24,99.84,5.07,5.86,3.74,2.12,337.5
2019,12,28,0.27,0.79,0.2,6.27,0.01,0.01,-2.67,-4.78,-3.72,-2.83,2.62,86.65,0.23,101.03,5.3,6.23,3.76,2.47,3.4
2019,12,29,0.55,0.86,0.4,5.89,0.02,0.01,-3.99,-6.43,-5.21,-4.11,2.27,84.7,0.12,101.57,2.69,4.45,1.04,3.41,301.6
2019,12,30,0.22,0.69,0.16,6.48,0.01,0.01,-0.5,-3.26,-1.88,-0.7,2.98,81.88,0.5,100.1,6.56,7.71,4.6,3.11,233.5
2019,12,31,0.37,0.78,0.27,7.2,0.02,0.02,1.85,1.06,1.45,1.44,4.18,94.48,1.85,98.86,6.78,8.06,6.03,2.03,286.1
2020,1,1,0.72,0.81,0.51,5.93,0.03,0.02,-0.42,-1.13,-0.77,-0.69,3.51,95.52,0.24,100.2,4.94,7.35,3.88,3.47,283.7
2020,1,2,0.38,0.75,0.26,6.36,0.02,0.02,1.01,0.68,0.84,0.78,4.0,97.53,0.4,99.99,5.35,6.67,4.33,2.34,270.6
2020,1,3,0.77,0.78,0.53,5.7,0.03,0.02,-1.17,-2.23,-1.7,-1.39,3.26,93.34,0.39,99.56,4.69,5.82,3.69,2.13,240.3
2020,1,4,0.51,0.82,0.35,6.69,0.02,0.02,0.8,0.35,0.58,0.53,3.97,96.74,4.41,98.51,5.64,7.62,3.13,4.49,255.4
2020,1,5,0.68,0.91,0.46,5.95,0.03,0.02,-2.08,-2.83,-2.46,-2.41,3.09,95.85,0.12,100.0,3.72,4.85,1.98,2.87,318.3
2020,1,6,0.46,0.76,0.31,6.13,0.02,0.02,-2.32,-2.91,-2.62,-2.47,3.05,97.2,1.23,100.6,3.71,5.42,2.6,2.82,229.7
2020,1,7,0.37,0.8,0.24,6.34,0.02,0.01,-0.98,-1.22,-1.1,-1.18,3.46,98.65,0.49,100.55,2.86,3.6,2.48,1.12,217.5
2020,1,8,0.31,0.8,0.2,6.72,0.02,0.01,-1.18,-1.76,-1.47,-1.28,3.37,96.84,3.55,100.19,5.05,6.51,3.73,2.78,222.6
2020,1,9,0.55,0.89,0.35,6.64,0.03,0.02,1.09,0.97,1.03,0.81,4.09,98.8,0.78,99.86,3.63,5.45,2.34,3.11,256.3
2020,1,10,0.3,0.7,0.19,7.2,0.02,0.01,1.36,1.29,1.32,1.03,4.21,98.75,13.36,99.28,2.91,4.27,1.84,2.43,205.0
2020,1,11,0.43,0.87,0.26,6.84,0.02,0.01,0.53,0.43,0.48,-0.18,3.98,97.54,3.0,99.97,3.12,4.69,1.25,3.44,325.0
2020,1,12,0.42,0.84,0.25,6.67,0.02,0.02,0.49,-0.44,0.03,0.23,3.69,93.54,0.95,99.91,6.18,7.43,4.13,3.3,232.6
2020,1,13,0.28,0.82,0.17,7.1,0.02,0.02,0.96,0.81,0.89,0.63,4.06,98.26,4.03,99.62,3.64,4.65,2.9,1.75,258.4
2020,1,14,0.38,0.97,0.22,6.73,0.02,0.01,0.91,0.78,0.84,0.74,4.03,98.45,0.45,99.99,3.66,6.12,2.12,4.0,200.4
2020,1,15,0.63,0.9,0.36,6.65,0.03,0.02,1.08,-0.3,0.39,0.77,3.74,90.72,0.08,99.85,5.64,6.61,5.05,1.56,205.0
2020,1,16,0.7,0.96,0.39,6.6,0.03,0.02,1.32,0.72,1.02,0.81,4.0,95.06,0.13,100.37,4.45,5.15,3.51,1.64,247.7
2020,1,17,0.75,1.11,0.42,6.13,0.03,0.02,-0.43,-0.69,-0.56,-0.66,3.59,98.0,0.16,101.04,3.41,4.82,2.4,2.42,215.1
2020,1,18,0.21,0.9,0.12,6.44,0.01,0.01,-1.17,-1.88,-1.52,-1.17,3.31,95.66,0.53,100.32,4.8,6.16,2.69,3.47,194.5
2020,1,19,0.44,1.02,0.24,6.67,0.02,0.02,0.02,-0.1,-0.04,-0.14,3.74,98.14,0.41,100.95,2.23,2.91,1.64,1.27,250.5
2020,1,20,0.4,1.15,0.21,6.74,0.02,0.01,0.36,-0.35,0.0,0.22,3.65,94.9,0.43,101.7,4.94,6.7,2.98,3.72,267.7
2020,1,21,0.24,1.1,0.12,6.87,0.02,0.01,2.27,1.86,2.06,1.96,4.34,97.0,1.68,100.52,7.28,8.25,6.15,2.1,269.8
2020,1,22,0.73,1.17,0.37,6.76,0.03,0.02,2.21,1.15,1.68,1.74,4.19,92.67,3.26,99.5,6.78,7.43,5.95,1.48,297.9
2020,1,23,0.82,1.24,0.4,6.2,0.04,0.03,-0.45,-1.38,-0.91,-0.66,3.43,94.12,0.35,100.35,5.12,5.85,4.22,1.63,286.8
2020,1,24,0.24,1.09,0.12,6.76,0.01,0.02,1.48,1.01,1.25,1.31,4.13,96.61,3.21,99.45,6.46,6.97,5.72,1.25,258.4
2020,1,25,0.7,1.26,0.33,6.61,0.04,0.03,1.99,1.18,1.59,1.74,4.18,94.19,1.21,99.33,5.48,6.92,3.35,3.57,276.8
2020,1,26,0.37,1.21,0.17,6.8,0.02,0.04,1.11,0.25,0.68,0.93,3.89,94.21,0.4,99.81,4.17,6.56,2.84,3.72,253.4
2020,1,27,0.29,1.05,0.13,6.55,0.02,0.03,-1.4,-2.1,-1.75,-1.56,3.27,95.94,0.66,99.44,2.0,2.83,1.38,1.45,230.5
2020,1,28,0.51,1.19,0.23,6.67,0.03,0.04,-0.12,-0.6,-0.36,-0.26,3.71,96.82,0.99,98.56,3.55,4.83,1.71,3.12,158.8
2020,1,29,0.39,1.14,0.17,6.53,0.02,0.03,-0.51,-0.85,-0.68,-0.7,3.66,97.88,5.05,97.72,2.65,4.23,1.54,2.69,181.7
2020,1,30,0.54,1.44,0.23,6.93,0.03,0.03,-0.12,-0.31,-0.21,-0.38,3.79,98.59,1.48,98.27,3.2,3.91,1.48,2.43,262.2
2020,1,31,0.46,1.32,0.19,6.79,0.03,0.03,0.13,-0.12,0.0,-0.56,3.86,97.94,5.35,97.79,2.63,4.05,0.98,3.07,215.7
